,colorIdentity,U,R,G,W,B ,None
40299,GR,0,1,1,0,0,0
40300,B,0,0,0,0,1,0
40305,W,0,0,0,1,0,0
40312,U,1,0,0,0,0,0
40314,B,0,0,0,0,1,0
40315,B,0,0,0,0,1,0
40316,BG,0,0,1,0,1,0
40320,R,0,1,0,0,0,0
40325,W,0,0,0,1,0,0
40330,B,0,0,0,0,1,0
40332,U,1,0,0,0,0,0
40334,R,0,1,0,0,0,0
40337,G,0,0,1,0,0,0
40344,B,0,0,0,0,1,0
40348,UW,1,0,0,1,0,0
40352,U,1,0,0,0,0,0
40358,U,1,0,0,0,0,0
40366,,0,0,0,0,0,1
40370,G,0,0,1,0,0,0
40376,W,0,0,0,1,0,0
40378,G,0,0,1,0,0,0
40383,,0,0,0,0,0,1
40389,W,0,0,0,1,0,0
40396,G,0,0,1,0,0,0
40402,G,0,0,1,0,0,0
40405,BR,0,1,0,0,1,0
40407,U,1,0,0,0,0,0
40409,BRU,1,1,0,0,1,0
40411,G,0,0,1,0,0,0
40412,G,0,0,1,0,0,0
40413,R,0,1,0,0,0,0
40416,,0,0,0,0,0,1
40425,,0,0,0,0,0,1
40428,,0,0,0,0,0,1
40430,B,0,0,0,0,1,0
40436,U,1,0,0,0,0,0
40438,B,0,0,0,0,1,0
40442,U,1,0,0,0,0,0
40447,B,0,0,0,0,1,0
40450,U,1,0,0,0,0,0
40452,G,0,0,1,0,0,0
40455,R,0,1,0,0,0,0
40458,W,0,0,0,1,0,0
40460,B,0,0,0,0,1,0
40461,W,0,0,0,1,0,0
40465,GRW,0,1,1,1,0,0
40472,B,0,0,0,0,1,0
40474,,0,0,0,0,0,1
40479,R,0,1,0,0,0,0
40480,W,0,0,0,1,0,0
40481,W,0,0,0,1,0,0
40482,G,0,0,1,0,0,0
40496,U,1,0,0,0,0,0
40499,W,0,0,0,1,0,0
40507,U,1,0,0,0,0,0
40511,GW,0,0,1,1,0,0
40517,,0,0,0,0,0,1
40528,BR,0,1,0,0,1,0
40532,G,0,0,1,0,0,0
40535,R,0,1,0,0,0,0
40543,G,0,0,1,0,0,0
40546,,0,0,0,0,0,1
40547,BU,1,0,0,0,1,0
40552,W,0,0,0,1,0,0
40556,BGRUW,1,1,1,1,1,0
40557,B,0,0,0,0,1,0
40571,B,0,0,0,0,1,0
40574,,0,0,0,0,0,1
40577,G,0,0,1,0,0,0
40580,W,0,0,0,1,0,0
40583,B,0,0,0,0,1,0
40585,,0,0,0,0,0,1
40587,R,0,1,0,0,0,0
40591,R,0,1,0,0,0,0
40594,B,0,0,0,0,1,0
40600,,0,0,0,0,0,1
40601,BRW,0,1,0,1,1,0
40603,GR,0,1,1,0,0,0
40608,W,0,0,0,1,0,0
40610,G,0,0,1,0,0,0
40611,W,0,0,0,1,0,0
40620,,0,0,0,0,0,1
40631,B,0,0,0,0,1,0
40635,W,0,0,0,1,0,0
40636,B,0,0,0,0,1,0
40640,BW,0,0,0,1,1,0
40641,U,1,0,0,0,0,0
40644,U,1,0,0,0,0,0
40645,W,0,0,0,1,0,0
40650,,0,0,0,0,0,1
40651,U,1,0,0,0,0,0
40652,,0,0,0,0,0,1
40653,GRW,0,1,1,1,0,0
40655,,0,0,0,0,0,1
40656,U,1,0,0,0,0,0
40658,R,0,1,0,0,0,0
40661,B,0,0,0,0,1,0
40664,B,0,0,0,0,1,0
40665,G,0,0,1,0,0,0
40673,W,0,0,0,1,0,0
40689,W,0,0,0,1,0,0
40696,B,0,0,0,0,1,0
40698,W,0,0,0,1,0,0
40703,R,0,1,0,0,0,0
40704,B,0,0,0,0,1,0
40708,U,1,0,0,0,0,0
40712,W,0,0,0,1,0,0
40713,,0,0,0,0,0,1
40716,W,0,0,0,1,0,0
40717,U,1,0,0,0,0,0
40722,GU,1,0,1,0,0,0
40724,G,0,0,1,0,0,0
40725,GW,0,0,1,1,0,0
40726,R,0,1,0,0,0,0
40731,G,0,0,1,0,0,0
40732,W,0,0,0,1,0,0
40738,W,0,0,0,1,0,0
40740,,0,0,0,0,0,1
40742,,0,0,0,0,0,1
40744,W,0,0,0,1,0,0
40747,G,0,0,1,0,0,0
40750,,0,0,0,0,0,1
40753,W,0,0,0,1,0,0
40754,U,1,0,0,0,0,0
40755,,0,0,0,0,0,1
40756,G,0,0,1,0,0,0
40759,B,0,0,0,0,1,0
40767,U,1,0,0,0,0,0
40776,,0,0,0,0,0,1
40781,U,1,0,0,0,0,0
40787,W,0,0,0,1,0,0
40792,,0,0,0,0,0,1
40797,GUW,1,0,1,1,0,0
40799,,0,0,0,0,0,1
40801,B,0,0,0,0,1,0
40805,RW,0,1,0,1,0,0
40807,U,1,0,0,0,0,0
40815,B,0,0,0,0,1,0
40819,GW,0,0,1,1,0,0
40820,U,1,0,0,0,0,0
40822,G,0,0,1,0,0,0
40833,,0,0,0,0,0,1
40837,U,1,0,0,0,0,0
40838,,0,0,0,0,0,1
40845,,0,0,0,0,0,1
40849,G,0,0,1,0,0,0
40852,,0,0,0,0,0,1
40853,G,0,0,1,0,0,0
40860,,0,0,0,0,0,1
40862,G,0,0,1,0,0,0
40869,B,0,0,0,0,1,0
40871,W,0,0,0,1,0,0
40877,R,0,1,0,0,0,0
40878,W,0,0,0,1,0,0
40896,BU,1,0,0,0,1,0
40898,U,1,0,0,0,0,0
40902,U,1,0,0,0,0,0
40904,W,0,0,0,1,0,0
40908,BU,1,0,0,0,1,0
40913,R,0,1,0,0,0,0
40919,W,0,0,0,1,0,0
40921,,0,0,0,0,0,1
40923,B,0,0,0,0,1,0
40924,W,0,0,0,1,0,0
40930,R,0,1,0,0,0,0
40934,U,1,0,0,0,0,0
40936,R,0,1,0,0,0,0
40941,GUW,1,0,1,1,0,0
40962,G,0,0,1,0,0,0
40967,,0,0,0,0,0,1
40973,W,0,0,0,1,0,0
40977,BR,0,1,0,0,1,0
40978,GW,0,0,1,1,0,0
40983,GW,0,0,1,1,0,0
40991,,0,0,0,0,0,1
40996,B,0,0,0,0,1,0
40999,W,0,0,0,1,0,0
41001,B,0,0,0,0,1,0
41003,B,0,0,0,0,1,0
41007,RU,1,1,0,0,0,0
41011,R,0,1,0,0,0,0
41019,GW,0,0,1,1,0,0
41021,B,0,0,0,0,1,0
41022,U,1,0,0,0,0,0
41028,B,0,0,0,0,1,0
41030,U,1,0,0,0,0,0
41032,,0,0,0,0,0,1
41033,W,0,0,0,1,0,0
41035,W,0,0,0,1,0,0
41043,GW,0,0,1,1,0,0
41051,,0,0,0,0,0,1
41054,R,0,1,0,0,0,0
41060,GU,1,0,1,0,0,0
41067,U,1,0,0,0,0,0
41077,,0,0,0,0,0,1
41084,R,0,1,0,0,0,0
41091,U,1,0,0,0,0,0
41092,BG,0,0,1,0,1,0
41097,,0,0,0,0,0,1
41101,,0,0,0,0,0,1
41104,R,0,1,0,0,0,0
41108,,0,0,0,0,0,1
41109,B,0,0,0,0,1,0
41112,W,0,0,0,1,0,0
41114,B,0,0,0,0,1,0
41119,,0,0,0,0,0,1
41121,,0,0,0,0,0,1
41150,R,0,1,0,0,0,0
41151,,0,0,0,0,0,1
41153,G,0,0,1,0,0,0
41155,G,0,0,1,0,0,0
41159,R,0,1,0,0,0,0
41162,BW,0,0,0,1,1,0
41164,B,0,0,0,0,1,0
41169,W,0,0,0,1,0,0
41170,,0,0,0,0,0,1
41172,B,0,0,0,0,1,0
41177,B,0,0,0,0,1,0
41179,W,0,0,0,1,0,0
41183,U,1,0,0,0,0,0
41185,,0,0,0,0,0,1
41190,,0,0,0,0,0,1
41193,RU,1,1,0,0,0,0
41195,U,1,0,0,0,0,0
41199,W,0,0,0,1,0,0
41210,G,0,0,1,0,0,0
41215,B,0,0,0,0,1,0
41219,G,0,0,1,0,0,0
41225,W,0,0,0,1,0,0
41234,B,0,0,0,0,1,0
41235,G,0,0,1,0,0,0
41238,U,1,0,0,0,0,0
41241,W,0,0,0,1,0,0
41242,W,0,0,0,1,0,0
41245,U,1,0,0,0,0,0
41247,G,0,0,1,0,0,0
41252,B,0,0,0,0,1,0
41253,,0,0,0,0,0,1
41254,U,1,0,0,0,0,0
41266,U,1,0,0,0,0,0
41270,U,1,0,0,0,0,0
41272,W,0,0,0,1,0,0
41277,R,0,1,0,0,0,0
41278,,0,0,0,0,0,1
41279,G,0,0,1,0,0,0
41289,,0,0,0,0,0,1
41291,G,0,0,1,0,0,0
41292,W,0,0,0,1,0,0
41293,B,0,0,0,0,1,0
41295,W,0,0,0,1,0,0
41302,B,0,0,0,0,1,0
41307,G,0,0,1,0,0,0
41309,G,0,0,1,0,0,0
41311,U,1,0,0,0,0,0
41315,,0,0,0,0,0,1
41316,,0,0,0,0,0,1
41317,UW,1,0,0,1,0,0
41325,U,1,0,0,0,0,0
41327,U,1,0,0,0,0,0
41328,W,0,0,0,1,0,0
41336,BG,0,0,1,0,1,0
41339,U,1,0,0,0,0,0
41343,G,0,0,1,0,0,0
41346,W,0,0,0,1,0,0
41357,G,0,0,1,0,0,0
41360,G,0,0,1,0,0,0
41367,R,0,1,0,0,0,0
41382,U,1,0,0,0,0,0
41383,RU,1,1,0,0,0,0
41384,G,0,0,1,0,0,0
41394,G,0,0,1,0,0,0
41411,R,0,1,0,0,0,0
41412,U,1,0,0,0,0,0
41413,U,1,0,0,0,0,0
41417,B,0,0,0,0,1,0
41421,GR,0,1,1,0,0,0
41425,W,0,0,0,1,0,0
41429,W,0,0,0,1,0,0
41434,B,0,0,0,0,1,0
41439,G,0,0,1,0,0,0
41441,B,0,0,0,0,1,0
41443,GU,1,0,1,0,0,0
41449,W,0,0,0,1,0,0
41451,U,1,0,0,0,0,0
41460,B,0,0,0,0,1,0
41464,,0,0,0,0,0,1
41474,R,0,1,0,0,0,0
41488,R,0,1,0,0,0,0
41490,W,0,0,0,1,0,0
41496,B,0,0,0,0,1,0
41497,W,0,0,0,1,0,0
41518,W,0,0,0,1,0,0
41521,W,0,0,0,1,0,0
41528,UW,1,0,0,1,0,0
41533,BR,0,1,0,0,1,0
41535,R,0,1,0,0,0,0
41546,B,0,0,0,0,1,0
41550,GU,1,0,1,0,0,0
41553,,0,0,0,0,0,1
41555,U,1,0,0,0,0,0
41557,W,0,0,0,1,0,0
41563,U,1,0,0,0,0,0
41571,B,0,0,0,0,1,0
41572,,0,0,0,0,0,1
41573,B,0,0,0,0,1,0
41576,RW,0,1,0,1,0,0
41577,R,0,1,0,0,0,0
41578,U,1,0,0,0,0,0
41582,G,0,0,1,0,0,0
41584,,0,0,0,0,0,1
41586,B,0,0,0,0,1,0
41588,B,0,0,0,0,1,0
41590,U,1,0,0,0,0,0
41596,G,0,0,1,0,0,0
41597,W,0,0,0,1,0,0
41599,GUW,1,0,1,1,0,0
41601,,0,0,0,0,0,1
41606,W,0,0,0,1,0,0
41610,U,1,0,0,0,0,0
41611,W,0,0,0,1,0,0
41617,B,0,0,0,0,1,0
41618,B,0,0,0,0,1,0
41619,R,0,1,0,0,0,0
41620,U,1,0,0,0,0,0
41622,B,0,0,0,0,1,0
41625,BW,0,0,0,1,1,0
41626,GW,0,0,1,1,0,0
41628,R,0,1,0,0,0,0
41629,G,0,0,1,0,0,0
41632,B,0,0,0,0,1,0
41635,W,0,0,0,1,0,0
41637,,0,0,0,0,0,1
41643,U,1,0,0,0,0,0
41652,R,0,1,0,0,0,0
41659,B,0,0,0,0,1,0
41667,G,0,0,1,0,0,0
41668,G,0,0,1,0,0,0
41669,R,0,1,0,0,0,0
41672,U,1,0,0,0,0,0
41683,BG,0,0,1,0,1,0
41687,R,0,1,0,0,0,0
41690,B,0,0,0,0,1,0
41692,R,0,1,0,0,0,0
41699,B,0,0,0,0,1,0
41700,,0,0,0,0,0,1
41709,G,0,0,1,0,0,0
41718,U,1,0,0,0,0,0
41721,,0,0,0,0,0,1
41722,GW,0,0,1,1,0,0
41726,G,0,0,1,0,0,0
41732,W,0,0,0,1,0,0
41737,G,0,0,1,0,0,0
41740,U,1,0,0,0,0,0
41744,U,1,0,0,0,0,0
41749,U,1,0,0,0,0,0
41750,GU,1,0,1,0,0,0
41752,G,0,0,1,0,0,0
41759,G,0,0,1,0,0,0
41760,GR,0,1,1,0,0,0
41761,G,0,0,1,0,0,0
41762,W,0,0,0,1,0,0
41768,G,0,0,1,0,0,0
41769,U,1,0,0,0,0,0
41771,B,0,0,0,0,1,0
41774,,0,0,0,0,0,1
41775,GR,0,1,1,0,0,0
41776,G,0,0,1,0,0,0
41781,U,1,0,0,0,0,0
41782,U,1,0,0,0,0,0
41784,U,1,0,0,0,0,0
41786,U,1,0,0,0,0,0
41788,BG,0,0,1,0,1,0
41798,B,0,0,0,0,1,0
41799,R,0,1,0,0,0,0
41806,U,1,0,0,0,0,0
41814,W,0,0,0,1,0,0
41818,BUW,1,0,0,1,1,0
41833,BR,0,1,0,0,1,0
41842,,0,0,0,0,0,1
41849,,0,0,0,0,0,1
41853,W,0,0,0,1,0,0
41855,BW,0,0,0,1,1,0
41856,R,0,1,0,0,0,0
41860,G,0,0,1,0,0,0
41862,G,0,0,1,0,0,0
41870,,0,0,0,0,0,1
41873,G,0,0,1,0,0,0
41883,W,0,0,0,1,0,0
41890,R,0,1,0,0,0,0
41891,,0,0,0,0,0,1
41894,G,0,0,1,0,0,0
41895,BW,0,0,0,1,1,0
41897,BR,0,1,0,0,1,0
41900,R,0,1,0,0,0,0
41902,U,1,0,0,0,0,0
41907,U,1,0,0,0,0,0
41908,BR,0,1,0,0,1,0
41913,W,0,0,0,1,0,0
41915,,0,0,0,0,0,1
41916,U,1,0,0,0,0,0
41917,W,0,0,0,1,0,0
41921,,0,0,0,0,0,1
41923,R,0,1,0,0,0,0
41925,GR,0,1,1,0,0,0
41936,B,0,0,0,0,1,0
41938,,0,0,0,0,0,1
41941,U,1,0,0,0,0,0
41944,G,0,0,1,0,0,0
41950,G,0,0,1,0,0,0
41954,W,0,0,0,1,0,0
41955,G,0,0,1,0,0,0
41959,B,0,0,0,0,1,0
41962,U,1,0,0,0,0,0
41964,G,0,0,1,0,0,0
41965,W,0,0,0,1,0,0
41966,,0,0,0,0,0,1
41971,U,1,0,0,0,0,0
41972,UW,1,0,0,1,0,0
41977,U,1,0,0,0,0,0
41978,GU,1,0,1,0,0,0
41984,,0,0,0,0,0,1
41988,U,1,0,0,0,0,0
41990,U,1,0,0,0,0,0
41992,U,1,0,0,0,0,0
41996,B,0,0,0,0,1,0
41997,,0,0,0,0,0,1
42000,U,1,0,0,0,0,0
42003,U,1,0,0,0,0,0
42014,G,0,0,1,0,0,0
42015,W,0,0,0,1,0,0
42019,,0,0,0,0,0,1
42025,BU,1,0,0,0,1,0
42026,U,1,0,0,0,0,0
42027,U,1,0,0,0,0,0
42032,,0,0,0,0,0,1
42034,,0,0,0,0,0,1
42043,RU,1,1,0,0,0,0
42044,GRW,0,1,1,1,0,0
42046,BR,0,1,0,0,1,0
42047,,0,0,0,0,0,1
42064,BRU,1,1,0,0,1,0
42069,,0,0,0,0,0,1
42071,,0,0,0,0,0,1
42074,W,0,0,0,1,0,0
42080,BR,0,1,0,0,1,0
42081,W,0,0,0,1,0,0
42088,,0,0,0,0,0,1
42089,GU,1,0,1,0,0,0
42106,BRW,0,1,0,1,1,0
42107,B,0,0,0,0,1,0
42112,GU,1,0,1,0,0,0
42114,B,0,0,0,0,1,0
42116,W,0,0,0,1,0,0
42126,,0,0,0,0,0,1
42128,BW,0,0,0,1,1,0
42131,R,0,1,0,0,0,0
42135,G,0,0,1,0,0,0
42137,B,0,0,0,0,1,0
42138,U,1,0,0,0,0,0
42142,,0,0,0,0,0,1
42143,U,1,0,0,0,0,0
42145,BRU,1,1,0,0,1,0
42147,U,1,0,0,0,0,0
42148,,0,0,0,0,0,1
42158,R,0,1,0,0,0,0
42159,R,0,1,0,0,0,0
42162,BGRU,1,1,1,0,1,0
42164,B,0,0,0,0,1,0
42166,W,0,0,0,1,0,0
42171,W,0,0,0,1,0,0
42176,R,0,1,0,0,0,0
42177,,0,0,0,0,0,1
42179,B,0,0,0,0,1,0
42182,W,0,0,0,1,0,0
42184,,0,0,0,0,0,1
42190,BRU,1,1,0,0,1,0
42193,G,0,0,1,0,0,0
42194,B,0,0,0,0,1,0
42200,,0,0,0,0,0,1
42203,R,0,1,0,0,0,0
42204,BW,0,0,0,1,1,0
42207,U,1,0,0,0,0,0
42209,G,0,0,1,0,0,0
42214,BU,1,0,0,0,1,0
42222,BGU,1,0,1,0,1,0
42224,,0,0,0,0,0,1
42225,R,0,1,0,0,0,0
42226,U,1,0,0,0,0,0
42231,U,1,0,0,0,0,0
42235,G,0,0,1,0,0,0
42236,W,0,0,0,1,0,0
42238,,0,0,0,0,0,1
42239,,0,0,0,0,0,1
42240,R,0,1,0,0,0,0
42242,R,0,1,0,0,0,0
42243,B,0,0,0,0,1,0
42245,W,0,0,0,1,0,0
42247,,0,0,0,0,0,1
42248,G,0,0,1,0,0,0
42251,B,0,0,0,0,1,0
42259,G,0,0,1,0,0,0
42261,,0,0,0,0,0,1
42262,G,0,0,1,0,0,0
42265,,0,0,0,0,0,1
42267,W,0,0,0,1,0,0
42269,R,0,1,0,0,0,0
42271,W,0,0,0,1,0,0
42273,R,0,1,0,0,0,0
42276,B,0,0,0,0,1,0
42282,R,0,1,0,0,0,0
42285,GR,0,1,1,0,0,0
42289,B,0,0,0,0,1,0
42291,BR,0,1,0,0,1,0
42293,B,0,0,0,0,1,0
42300,W,0,0,0,1,0,0
42302,B,0,0,0,0,1,0
42303,G,0,0,1,0,0,0
42304,GW,0,0,1,1,0,0
42311,G,0,0,1,0,0,0
42313,U,1,0,0,0,0,0
42317,R,0,1,0,0,0,0
42325,G,0,0,1,0,0,0
42330,R,0,1,0,0,0,0
42331,G,0,0,1,0,0,0
42350,BUW,1,0,0,1,1,0
42352,G,0,0,1,0,0,0
42356,,0,0,0,0,0,1
42357,U,1,0,0,0,0,0
42358,B,0,0,0,0,1,0
42365,W,0,0,0,1,0,0
42370,G,0,0,1,0,0,0
42373,U,1,0,0,0,0,0
42375,,0,0,0,0,0,1
42381,G,0,0,1,0,0,0
42382,W,0,0,0,1,0,0
42384,,0,0,0,0,0,1
42395,U,1,0,0,0,0,0
42401,B,0,0,0,0,1,0
42411,R,0,1,0,0,0,0
42416,B,0,0,0,0,1,0
42417,U,1,0,0,0,0,0
42419,G,0,0,1,0,0,0
42420,U,1,0,0,0,0,0
42422,U,1,0,0,0,0,0
42423,B,0,0,0,0,1,0
42424,R,0,1,0,0,0,0
42425,U,1,0,0,0,0,0
42427,B,0,0,0,0,1,0
42428,B,0,0,0,0,1,0
42430,,0,0,0,0,0,1
42433,G,0,0,1,0,0,0
42439,B,0,0,0,0,1,0
42442,,0,0,0,0,0,1
42446,R,0,1,0,0,0,0
42449,G,0,0,1,0,0,0
42452,W,0,0,0,1,0,0
42453,R,0,1,0,0,0,0
42458,W,0,0,0,1,0,0
42460,G,0,0,1,0,0,0
42466,,0,0,0,0,0,1
42473,RU,1,1,0,0,0,0
42474,B,0,0,0,0,1,0
42476,W,0,0,0,1,0,0
42477,W,0,0,0,1,0,0
42482,U,1,0,0,0,0,0
42483,BU,1,0,0,0,1,0
42485,W,0,0,0,1,0,0
42486,,0,0,0,0,0,1
42488,R,0,1,0,0,0,0
42491,,0,0,0,0,0,1
42492,R,0,1,0,0,0,0
42496,R,0,1,0,0,0,0
42499,W,0,0,0,1,0,0
42501,R,0,1,0,0,0,0
42505,,0,0,0,0,0,1
42510,U,1,0,0,0,0,0
42513,B,0,0,0,0,1,0
42519,BU,1,0,0,0,1,0
42524,R,0,1,0,0,0,0
42525,R,0,1,0,0,0,0
42527,B,0,0,0,0,1,0
42532,UW,1,0,0,1,0,0
42534,B,0,0,0,0,1,0
42540,R,0,1,0,0,0,0
42545,W,0,0,0,1,0,0
42549,,0,0,0,0,0,1
42553,,0,0,0,0,0,1
42554,GR,0,1,1,0,0,0
42555,,0,0,0,0,0,1
42557,G,0,0,1,0,0,0
42561,G,0,0,1,0,0,0
42564,RW,0,1,0,1,0,0
42570,W,0,0,0,1,0,0
42590,U,1,0,0,0,0,0
42593,W,0,0,0,1,0,0
42599,,0,0,0,0,0,1
42601,W,0,0,0,1,0,0
42605,R,0,1,0,0,0,0
42608,R,0,1,0,0,0,0
42614,U,1,0,0,0,0,0
42617,BR,0,1,0,0,1,0
42620,,0,0,0,0,0,1
42622,GW,0,0,1,1,0,0
42625,G,0,0,1,0,0,0
42627,B,0,0,0,0,1,0
42631,R,0,1,0,0,0,0
42638,W,0,0,0,1,0,0
42648,U,1,0,0,0,0,0
42650,B,0,0,0,0,1,0
42651,BGRUW,1,1,1,1,1,0
42652,W,0,0,0,1,0,0
42656,U,1,0,0,0,0,0
42666,W,0,0,0,1,0,0
42667,,0,0,0,0,0,1
42669,RU,1,1,0,0,0,0
42676,B,0,0,0,0,1,0
42679,W,0,0,0,1,0,0
42689,B,0,0,0,0,1,0
42691,R,0,1,0,0,0,0
42693,,0,0,0,0,0,1
42695,U,1,0,0,0,0,0
42704,,0,0,0,0,0,1
42705,B,0,0,0,0,1,0
42707,W,0,0,0,1,0,0
42709,G,0,0,1,0,0,0
42722,R,0,1,0,0,0,0
42723,B,0,0,0,0,1,0
42731,UW,1,0,0,1,0,0
42732,W,0,0,0,1,0,0
42734,,0,0,0,0,0,1
42738,G,0,0,1,0,0,0
42740,R,0,1,0,0,0,0
42742,R,0,1,0,0,0,0
42743,G,0,0,1,0,0,0
42745,,0,0,0,0,0,1
42747,U,1,0,0,0,0,0
42750,W,0,0,0,1,0,0
42753,,0,0,0,0,0,1
42756,U,1,0,0,0,0,0
42758,W,0,0,0,1,0,0
42759,W,0,0,0,1,0,0
42763,W,0,0,0,1,0,0
42769,U,1,0,0,0,0,0
42771,,0,0,0,0,0,1
42772,R,0,1,0,0,0,0
42774,G,0,0,1,0,0,0
42776,W,0,0,0,1,0,0
42784,W,0,0,0,1,0,0
42787,U,1,0,0,0,0,0
42791,GR,0,1,1,0,0,0
42792,G,0,0,1,0,0,0
42795,BW,0,0,0,1,1,0
42796,W,0,0,0,1,0,0
42798,G,0,0,1,0,0,0
42802,G,0,0,1,0,0,0
42803,,0,0,0,0,0,1
42806,R,0,1,0,0,0,0
42812,G,0,0,1,0,0,0
42814,,0,0,0,0,0,1
42817,U,1,0,0,0,0,0
42818,R,0,1,0,0,0,0
42825,U,1,0,0,0,0,0
42835,B,0,0,0,0,1,0
42840,G,0,0,1,0,0,0
42844,B,0,0,0,0,1,0
42845,BW,0,0,0,1,1,0
42846,R,0,1,0,0,0,0
42850,R,0,1,0,0,0,0
42851,R,0,1,0,0,0,0
42855,BG,0,0,1,0,1,0
42858,B,0,0,0,0,1,0
42863,B,0,0,0,0,1,0
42864,W,0,0,0,1,0,0
42866,G,0,0,1,0,0,0
42867,W,0,0,0,1,0,0
42872,B,0,0,0,0,1,0
42875,R,0,1,0,0,0,0
42876,B,0,0,0,0,1,0
42880,U,1,0,0,0,0,0
42881,B,0,0,0,0,1,0
42886,U,1,0,0,0,0,0
42887,GRW,0,1,1,1,0,0
42891,BR,0,1,0,0,1,0
42893,W,0,0,0,1,0,0
42896,B,0,0,0,0,1,0
42901,G,0,0,1,0,0,0
42904,UW,1,0,0,1,0,0
42906,,0,0,0,0,0,1
42913,B,0,0,0,0,1,0
42916,,0,0,0,0,0,1
42920,B,0,0,0,0,1,0
42937,,0,0,0,0,0,1
42941,,0,0,0,0,0,1
42943,W,0,0,0,1,0,0
42944,U,1,0,0,0,0,0
42954,GW,0,0,1,1,0,0
42955,,0,0,0,0,0,1
42961,R,0,1,0,0,0,0
42964,U,1,0,0,0,0,0
42969,,0,0,0,0,0,1
42971,B,0,0,0,0,1,0
42977,U,1,0,0,0,0,0
42983,UW,1,0,0,1,0,0
42988,R,0,1,0,0,0,0
42995,G,0,0,1,0,0,0
42998,,0,0,0,0,0,1
43001,B,0,0,0,0,1,0
43003,R,0,1,0,0,0,0
43004,,0,0,0,0,0,1
43007,RU,1,1,0,0,0,0
43009,G,0,0,1,0,0,0
43023,R,0,1,0,0,0,0
43024,RW,0,1,0,1,0,0
43025,B,0,0,0,0,1,0
43027,U,1,0,0,0,0,0
43029,,0,0,0,0,0,1
43031,,0,0,0,0,0,1
43032,W,0,0,0,1,0,0
43033,B,0,0,0,0,1,0
43036,GW,0,0,1,1,0,0
43043,B,0,0,0,0,1,0
43047,GW,0,0,1,1,0,0
43049,B,0,0,0,0,1,0
43056,,0,0,0,0,0,1
43057,W,0,0,0,1,0,0
43059,R,0,1,0,0,0,0
43061,U,1,0,0,0,0,0
43062,R,0,1,0,0,0,0
43063,U,1,0,0,0,0,0
43067,GU,1,0,1,0,0,0
43068,RU,1,1,0,0,0,0
43070,U,1,0,0,0,0,0
43075,G,0,0,1,0,0,0
43079,B,0,0,0,0,1,0
43100,U,1,0,0,0,0,0
43107,,0,0,0,0,0,1
43112,BU,1,0,0,0,1,0
43120,,0,0,0,0,0,1
43123,B,0,0,0,0,1,0
43124,BU,1,0,0,0,1,0
43127,,0,0,0,0,0,1
43133,,0,0,0,0,0,1
43142,BU,1,0,0,0,1,0
43149,B,0,0,0,0,1,0
43150,U,1,0,0,0,0,0
43154,W,0,0,0,1,0,0
43159,R,0,1,0,0,0,0
43163,W,0,0,0,1,0,0
43171,W,0,0,0,1,0,0
43176,B,0,0,0,0,1,0
43180,BUW,1,0,0,1,1,0
43183,,0,0,0,0,0,1
43187,W,0,0,0,1,0,0
43192,W,0,0,0,1,0,0
43206,RU,1,1,0,0,0,0
43207,,0,0,0,0,0,1
43215,BU,1,0,0,0,1,0
43217,GU,1,0,1,0,0,0
43218,,0,0,0,0,0,1
43219,U,1,0,0,0,0,0
43222,B,0,0,0,0,1,0
43225,W,0,0,0,1,0,0
43244,GR,0,1,1,0,0,0
43246,R,0,1,0,0,0,0
43247,U,1,0,0,0,0,0
43249,G,0,0,1,0,0,0
43251,U,1,0,0,0,0,0
43257,U,1,0,0,0,0,0
43266,W,0,0,0,1,0,0
43273,R,0,1,0,0,0,0
43275,BGU,1,0,1,0,1,0
43276,GRW,0,1,1,1,0,0
43282,B,0,0,0,0,1,0
43284,R,0,1,0,0,0,0
43285,RU,1,1,0,0,0,0
43297,U,1,0,0,0,0,0
43300,U,1,0,0,0,0,0
43304,R,0,1,0,0,0,0
43306,B,0,0,0,0,1,0
43308,,0,0,0,0,0,1
43313,R,0,1,0,0,0,0
43316,B,0,0,0,0,1,0
43318,BGRUW,1,1,1,1,1,0
43328,U,1,0,0,0,0,0
43337,W,0,0,0,1,0,0
43338,B,0,0,0,0,1,0
43339,GUW,1,0,1,1,0,0
43341,BR,0,1,0,0,1,0
43342,B,0,0,0,0,1,0
43343,B,0,0,0,0,1,0
43350,BG,0,0,1,0,1,0
43352,R,0,1,0,0,0,0
43357,,0,0,0,0,0,1
43360,U,1,0,0,0,0,0
43363,R,0,1,0,0,0,0
43371,W,0,0,0,1,0,0
43377,B,0,0,0,0,1,0
43383,B,0,0,0,0,1,0
43386,W,0,0,0,1,0,0
43388,B,0,0,0,0,1,0
43393,,0,0,0,0,0,1
43399,G,0,0,1,0,0,0
43401,W,0,0,0,1,0,0
43402,B,0,0,0,0,1,0
43410,G,0,0,1,0,0,0
43416,W,0,0,0,1,0,0
43418,G,0,0,1,0,0,0
43423,G,0,0,1,0,0,0
43425,G,0,0,1,0,0,0
43427,G,0,0,1,0,0,0
43428,BG,0,0,1,0,1,0
43431,B,0,0,0,0,1,0
43432,G,0,0,1,0,0,0
43440,B,0,0,0,0,1,0
43441,RU,1,1,0,0,0,0
43443,W,0,0,0,1,0,0
43445,U,1,0,0,0,0,0
43446,B,0,0,0,0,1,0
43452,G,0,0,1,0,0,0
43453,U,1,0,0,0,0,0
