,types
49661,['Enchantment']
49663,['Creature']
49665,['Creature']
49667,['Creature']
49669,['Creature']
49672,['Land']
49674,['Creature']
49678,['Creature']
49679,['Creature']
49681,['Creature']
49682,['Enchantment']
49687,['Creature']
49691,['Creature']
49693,['Creature']
49702,['Card']
49703,['Artifact' 'Creature']
49707,['Instant']
49709,['Creature']
49714,['Instant']
49716,['Creature']
49717,['Creature']
49728,['Creature']
49730,['Creature']
49731,['Instant']
49732,['Land']
49735,['Card']
49739,['Artifact']
49748,['Creature']
49749,['Enchantment']
49751,['Scheme']
49754,['Sorcery']
49756,['Creature']
49761,['Creature']
49766,['Creature']
49767,['Creature']
49770,['Enchantment']
49771,['Creature']
49775,['Enchantment']
49777,['Creature']
49784,['Creature']
49786,['Creature']
49788,['Creature']
49793,['Creature']
49800,['Instant']
49802,['Sorcery']
49803,['Instant']
49806,['Creature']
49815,['Artifact']
49818,['Artifact' 'Creature']
49823,['Instant']
49830,['Instant']
49835,['Enchantment']
49839,['Creature']
49846,['Enchantment']
49849,['Creature']
49850,['Enchantment']
49852,['Creature']
49855,['Sorcery']
49857,['Creature']
49860,['Card']
49861,['Sorcery']
49866,['Instant']
49868,['Artifact' 'Creature']
49872,['Creature']
49874,['Instant']
49882,['Creature']
49883,['Creature']
49893,['Creature']
49902,['Sorcery']
49904,['Artifact']
49909,['Creature']
49912,['Creature']
49913,['Sorcery']
49917,['Creature']
49919,['Creature']
49920,['Creature']
49922,['Instant']
49924,['Creature']
49927,['Card']
49930,['Creature']
49937,['Creature']
49938,['Land']
49940,['Creature']
49954,['Sorcery']
49966,['Creature']
49974,['Artifact']
49975,['Artifact']
49979,['Enchantment' 'Creature']
49980,['Creature']
49983,['Creature']
49985,['Creature']
49987,['Creature']
49998,['Card']
50000,['Sorcery']
50004,['Enchantment']
50008,['Creature']
50010,['Sorcery']
50013,['Creature']
50014,['Creature']
50020,['Sorcery']
50021,['Creature']
50033,['Enchantment']
50036,['Creature']
50037,['Artifact']
50043,['Creature']
50046,['Sorcery']
50057,['Creature']
50059,['Creature']
50060,['Creature']
50063,['Creature']
50074,['Artifact']
50076,['Sorcery']
50079,['Artifact' 'Creature']
50083,['Artifact']
50090,['Artifact' 'Creature']
50092,['Instant']
50103,['Sorcery']
50104,['Creature']
50115,['Creature']
50116,['Land']
50117,['Creature']
50120,['Enchantment']
50121,['Creature']
50123,['Creature']
50127,['Creature']
50129,['Creature']
50136,['Instant']
50141,['Creature']
50149,['Scheme']
50155,['Creature']
50156,['Instant']
50157,['Creature']
50169,['Creature']
50174,['Creature']
50176,['Instant']
50181,['Creature']
50187,['Creature']
50188,['Creature']
50192,['Token' 'Creature']
50196,['Creature']
50199,['Enchantment']
50201,['Creature']
50203,['Creature']
50205,['Artifact' 'Creature']
50207,['Artifact' 'Creature']
50209,['Creature']
50211,['Creature']
50215,['Enchantment']
50220,['Plane']
50223,['Enchantment']
50228,['Land']
50234,['Creature']
50238,['Creature']
50240,['Creature']
50244,['Creature']
50245,['Creature']
50247,['Creature']
50248,['Creature']
50249,['Creature']
50252,['Creature']
50256,['Creature']
50257,['Creature']
50259,['Creature']
50265,['Land']
50266,['Creature']
50269,['Enchantment']
50270,['Enchantment']
50275,['Creature']
50283,['Enchantment']
50287,['Creature']
50290,['Card']
50294,['Enchantment']
50295,['Instant']
50307,['Instant']
50314,['Creature']
50318,['Enchantment']
50321,['Creature']
50322,['Creature']
50326,['Enchantment']
50341,['Creature']
50342,['Enchantment']
50346,['Enchantment']
50349,['Creature']
50351,['Creature']
50354,['Sorcery']
50378,['Creature']
50381,['Creature']
50399,['Creature']
50403,['Creature']
50409,['Enchantment']
50411,['Creature']
50416,['Creature']
50417,['Enchantment']
50420,['Creature']
50423,['Creature']
50436,['Artifact']
50438,['Creature']
50439,['Token' 'Creature']
50442,['Creature']
50447,['Artifact' 'Creature']
50451,['Creature']
50453,['Creature']
50456,['Creature']
50459,['Creature']
50478,['Creature']
50482,['Artifact']
50485,['Creature']
50490,['Creature']
50491,['Creature']
50496,['Creature']
50501,['Artifact' 'Creature']
50504,['Planeswalker']
50507,['Land']
50509,['Creature']
50511,['Artifact' 'Creature']
50519,['Sorcery']
50548,['Artifact' 'Creature']
50552,['Sorcery']
50553,['Creature']
50554,['Artifact']
50565,['Creature']
50567,['Sorcery']
50573,['Sorcery']
50574,['Creature']
50578,['Creature']
50579,['Instant']
50586,['Artifact']
50588,['Creature']
50595,['Creature']
50597,['Creature']
50598,['Artifact' 'Creature']
50600,['Creature']
50602,['Enchantment']
50609,['Creature']
50618,['Card']
50620,['Creature']
50634,['Creature']
50641,['Artifact' 'Creature']
50642,['Card']
50655,['Sorcery']
50656,['Enchantment']
50664,['Instant']
50665,['Creature']
50666,['Creature']
50689,['Creature']
50700,['Creature']
50701,['Tribal' 'Sorcery']
50703,['Creature']
50705,['Sorcery']
50707,['Creature']
50714,['Enchantment']
50725,['Enchantment']
50728,['Card']
50733,['Creature']
50737,['Creature']
50742,['Creature']
50743,['Sorcery']
50745,['Enchantment']
50747,['Creature']
50751,['Creature']
50761,['Enchantment' 'Creature']
50763,['Creature']
50769,['Instant']
50772,['Enchantment']
50778,['Sorcery']
50783,['Enchantment']
50787,['Creature']
50789,['Creature']
50794,['Creature']
50811,['Enchantment']
50813,['Creature']
50820,['Artifact']
50821,['Creature']
50827,['Creature']
50828,['Creature']
50832,['Instant']
50852,['Enchantment']
50877,['Instant']
50879,['Instant']
50881,['Instant']
50882,['Enchantment']
50883,['Creature']
50897,['Creature']
50902,['Creature']
50908,['Sorcery']
50910,['Creature']
50913,['Creature']
50921,['Creature']
50922,['Artifact']
50923,['Creature']
50931,['Artifact']
50932,['Artifact']
50937,['Creature']
50939,['Creature']
50949,['Enchantment']
50950,['Sorcery']
50952,['Creature']
50953,['Creature']
50954,['Enchantment']
50960,['Sorcery']
50968,['Creature']
50974,['Sorcery']
50978,['Sorcery']
50983,['Creature']
50986,['Creature']
50990,['Card']
50992,['Creature']
50993,['Land']
50997,['Creature']
50999,['Creature']
51001,['Creature']
51004,['Card']
51006,['Sorcery']
51007,['Instant']
51008,['Creature']
51015,['Creature']
51019,['Creature']
51020,['Dungeon']
51024,['Land']
51027,['Creature']
51029,['Enchantment' 'Creature']
51030,['Creature']
51034,['Creature']
51035,['Land']
51037,['Creature']
51042,['Token' 'Creature']
51046,['Planeswalker']
51047,['Enchantment']
51051,['Creature']
51055,['Instant']
51056,['Token' 'Creature']
51062,['Creature']
51064,['Enchantment']
51066,['Creature']
51078,['Instant']
51081,['Land']
51083,['Creature']
51089,['Creature']
51098,['Summon' 'Knights']
51103,['Enchantment']
51117,['Enchantment']
51125,['Instant']
51127,['Enchantment']
51136,['Creature']
51137,['Creature']
51149,['Instant']
51161,['Artifact']
51165,['Creature']
51166,['Creature']
51174,['Creature']
51180,['Vanguard']
51184,['Creature']
51187,['Artifact' 'Creature']
51191,['Sorcery']
51192,['Creature']
51215,['Creature']
51243,['Instant']
51247,['Creature']
51248,['Card']
51249,['Sorcery']
51252,['Creature']
51253,['Creature']
51256,['Creature']
51265,['Token' 'Creature']
51271,['Creature']
51272,['Sorcery']
51274,['Enchantment']
51276,['Creature']
51285,['Enchantment' 'Creature']
51290,['Enchantment']
51292,['Sorcery']
51293,['Sorcery']
51298,['Creature']
51299,['Creature']
51311,['Creature']
51322,['Sorcery']
51328,['Creature']
51329,['Creature']
51334,['Creature']
51336,['Creature']
51344,['Creature']
51346,['Creature']
51347,['Land']
51351,['Sorcery']
51354,['Creature']
51356,['Creature']
51370,['Instant']
51389,['Enchantment']
51397,['Enchantment']
51399,['Planeswalker']
51403,['Creature']
51409,['Creature']
51410,['Enchantment']
51412,['Creature']
51419,['Artifact']
51428,['Artifact' 'Creature']
51438,['Enchantment']
51446,['Instant']
51448,['Instant']
51449,['Enchantment']
51453,['Sorcery']
51456,['Enchantment']
51462,['Sorcery']
51464,['Artifact']
51466,['Sorcery']
51467,['Creature']
51469,['Card']
51477,['Sorcery']
51480,['Creature']
51482,['Sorcery']
51507,['Enchantment']
51511,['Creature']
51516,['Instant']
51521,['Enchantment']
51522,['Enchantment']
51523,['Artifact']
51529,['Instant']
51531,['Enchantment']
51541,['Creature']
51547,['Instant']
51548,['Instant']
51551,['Artifact' 'Creature']
51555,['Creature']
51565,['Enchantment']
51566,['Artifact']
51567,['Instant']
51570,['Creature']
51573,['Card']
51574,['Creature']
51577,['Card']
51578,['Creature']
51585,['Creature']
51587,['Creature']
51593,['Enchantment']
51597,['Card']
51604,['Instant']
51614,['Instant']
51618,['Creature']
51622,['Card']
51624,['Card']
51625,['Enchantment']
51634,['Creature']
51635,['Instant']
51640,['Enchantment']
51646,['Instant']
51647,['Creature']
51648,['Creature']
51659,['Artifact' 'Creature']
51662,['Artifact' 'Creature']
51665,['Enchantment' 'Creature']
51669,['Creature']
51670,['Creature']
51675,['Artifact']
51676,['Sorcery']
51678,['Creature']
51679,['Instant']
51686,['Sorcery']
51687,['Creature']
51692,['Enchantment']
51694,['Sorcery']
51695,['Sorcery']
51700,['Creature']
51702,['Creature']
51703,['Dungeon']
51705,['Artifact' 'Creature']
51713,['Creature']
51723,['Instant']
51733,['Creature']
51737,['Sorcery']
51740,['Creature']
51745,['Instant']
51746,['Instant']
51748,['Creature']
51754,['Land']
51762,['Creature']
51765,['Creature']
51768,['Creature']
51769,['Instant']
51775,['Enchantment']
51777,['Creature']
51778,['Creature']
51779,['Sorcery']
51780,['Instant']
51782,['Enchantment']
51783,['Card']
51787,['Enchantment']
51792,['Creature']
51794,['Creature']
51796,['Creature']
51798,['Card']
51799,['Sorcery']
51803,['Creature']
51804,['Artifact' 'Creature']
51806,['Creature']
51814,['Creature']
51817,['Enchantment']
51824,['Enchantment']
51829,['Sorcery']
51830,['Creature']
51831,['Planeswalker']
51832,['Enchantment']
51837,['Sorcery']
51839,['Enchantment']
51844,['Sorcery']
51848,['Creature']
51851,['Sorcery']
51859,['Enchantment']
51865,['Creature']
51866,['Sorcery']
51867,['Instant']
51873,['Sorcery']
51879,['Artifact']
51880,['Creature']
51886,['Artifact' 'Creature']
51895,['Creature']
51899,['Instant']
51900,['Sorcery']
51908,['Enchantment']
51910,['Instant']
51912,['Creature']
51913,['Creature']
51915,['Creature']
51917,['Enchantment']
51921,['Sorcery']
51928,['Creature']
51931,['Creature']
51932,['Creature']
51936,['Enchantment']
51941,['Enchantment']
51943,['Instant']
51946,['Enchantment']
51947,['Artifact']
51959,['Artifact' 'Creature']
51960,['Creature']
51961,['Enchantment']
51963,['Creature']
51971,['Creature']
51974,['Artifact']
51985,['Creature']
51987,['Artifact' 'Creature']
51989,['Creature']
52002,['Enchantment']
52003,['Instant']
52006,['Instant']
52019,['Card']
52020,['Land']
52046,['Enchantment']
52048,['Card']
52052,['Artifact']
52053,['Creature']
52060,['Creature']
52065,['Land']
52071,['Creature']
52074,['Creature']
52079,['Creature']
52081,['Artifact' 'Creature']
52086,['Artifact' 'Creature']
52087,['Artifact' 'Creature']
52088,['Card']
52089,['Creature']
52091,['Sorcery']
52093,['Instant']
52102,['Creature']
52103,['Creature']
52109,['Instant']
52111,['Sorcery']
52113,['Enchantment' 'Creature']
52127,['Creature']
52130,['Creature']
52134,['Creature']
52136,['Instant']
52139,['Vanguard']
52143,['Enchantment']
52144,['Instant']
52155,['Instant']
52164,['Enchantment' 'Creature']
52175,['Sorcery']
52181,['Creature']
52184,['Instant']
52189,['Creature']
52194,['Sorcery']
52196,['Creature']
52199,['Land']
52201,['Creature']
52205,['Instant']
52206,['Creature']
52213,['Sorcery']
52216,['Creature']
52219,['Creature']
52221,['Instant']
52223,['Creature']
52224,['Creature']
52226,['Sorcery']
52232,['Card']
52237,['Instant']
52242,['Creature']
52250,['Creature']
52252,['Sorcery']
52253,['Sorcery']
52256,['Creature']
52257,['Artifact']
52259,['Sorcery']
52261,['Creature']
52266,['Creature']
52276,['Instant']
52279,['Instant']
52283,['Sorcery']
52288,['Creature']
52289,['Creature']
52294,['Creature']
52296,['Creature']
52301,['Creature']
52303,['Creature']
52304,['Creature']
52305,['Instant']
52317,['Sorcery']
52318,['Token' 'Creature']
52321,['Creature']
52326,['Creature']
52327,['Artifact']
52334,['Instant']
52346,['Token' 'Creature']
52348,['Instant']
52354,['Creature']
52361,['Artifact']
52366,['Creature']
52368,['Creature']
52387,['Planeswalker']
52391,['Creature']
52392,['Enchantment']
52397,['Sorcery']
52401,['Creature']
52406,['Sorcery']
52414,['Creature']
52416,['Artifact']
52429,['Card']
52430,['Sorcery']
52432,['Creature']
52435,['Creature']
52436,['Creature']
52437,['Creature']
52446,['Creature']
52447,['Creature']
52448,['Instant']
52463,['Creature']
52468,['Creature']
52470,['Creature']
52473,['Instant']
52477,['Creature']
52483,['Creature']
52500,['Creature']
52501,['Creature']
52518,['Creature']
52521,['Enchantment']
52523,['Creature']
52528,['Enchantment']
52533,['Creature']
52534,['Instant']
52536,['Card']
52537,['Sorcery']
52551,['Enchantment']
52553,['Instant']
52555,['Artifact' 'Creature']
52556,['Instant']
52558,['Enchantment']
52560,['Artifact']
52564,['Creature']
52566,['Instant']
52567,['Creature']
52572,['Sorcery']
52574,['Creature']
52575,['Creature']
52586,['Creature']
52593,['Sorcery']
52600,['Sorcery']
52605,['Artifact' 'Creature']
52610,['Artifact']
52611,['Creature']
52612,['Creature']
52618,['Creature']
52620,['Artifact' 'Creature']
52633,['Creature']
52640,['Enchantment' 'Creature']
52642,['Creature']
52644,['Creature']
52647,['Vanguard']
52648,['Creature']
52651,['Creature']
52652,['Creature']
52654,['Enchantment' 'Creature']
52655,['Sorcery']
52663,['Creature']
52674,['Creature']
52675,['Creature']
52676,['Sorcery']
52683,['Artifact' 'Creature']
52688,['Enchantment']
52693,['Creature']
52696,['Creature']
52701,['Instant']
52706,['Creature']
52708,['Sorcery']
52736,['Creature']
52738,['Instant']
52739,['Sorcery']
52742,['Creature']
52746,['Artifact' 'Creature']
52754,['Creature']
52756,['Planeswalker']
52758,['Creature']
52759,['Creature']
52763,['Artifact' 'Creature']
52764,['Creature']
52767,['Instant']
52769,['Sorcery']
52770,['Creature']
52777,['Creature']
52780,['Creature']
52783,['Land']
52784,['Sorcery']
52799,['Instant']
52803,['Enchantment']
52808,['Artifact' 'Land']
52820,['Creature']
52823,['Sorcery']
52827,['Enchantment']
52836,['Artifact' 'Creature']
52841,['Enchantment']
52851,['Creature']
52854,['Land']
52867,['Instant']
52868,['Card']
52874,['Artifact']
52878,['Creature']
52887,['Sorcery']
52893,['Sorcery']
52898,['Artifact']
52899,['Creature']
52901,['Creature']
52909,['Sorcery']
52917,['Enchantment' 'Creature']
52919,['Creature']
52921,['Artifact']
52928,['Enchantment']
52930,['Creature']
52932,['Instant']
52937,['Card']
52941,['Sorcery']
52945,['Instant']
52947,['Instant']
52949,['Creature']
52952,['Creature']
52954,['Creature']
52958,['Creature']
52972,['Creature']
52974,['Sorcery']
52983,['Artifact']
52986,['Sorcery']
52988,['Creature']
52991,['Creature']
53001,['Token' 'Creature']
53004,['Creature']
53013,['Instant']
53018,['Land']
53028,['Land']
53030,['Enchantment']
53033,['Sorcery']
53042,['Creature']
53043,['Artifact' 'Creature']
53045,['Creature']
53046,['Enchantment']
53052,['Sorcery']
53063,['Creature']
53064,['Enchantment']
53065,['Enchantment']
53067,['Artifact']
53070,['Creature']
53073,['Artifact']
53079,['Instant']
53090,['Creature']
53092,['Instant']
53095,['Enchantment' 'Creature']
53098,['Card']
53099,['Artifact']
53111,['Artifact' 'Creature']
53116,['Instant']
53119,['Sorcery']
53122,['Creature']
53126,['Planeswalker']
53127,['Creature']
53128,['Creature']
53135,['Creature']
53138,['Enchantment']
53142,['Creature']
53151,['Sorcery']
53159,['Artifact' 'Creature']
53169,['Creature']
53170,['Creature']
53172,['Creature']
53178,['Creature']
53182,['Enchantment']
53195,['Creature']
53197,['Enchantment']
53200,['Artifact' 'Creature']
53201,['Artifact']
53204,['Creature']
53205,['Creature']
53216,['Creature']
53220,['Instant']
53225,['Creature']
53228,['Creature']
53231,['Instant']
53233,['Artifact']
53244,['Creature']
53245,['Creature']
53257,['Creature']
53259,['Plane']
53265,['Instant']
53274,['Artifact']
53275,['Instant']
53280,['Creature']
53282,['Sorcery']
53283,['Sorcery']
53284,['Creature']
53290,['Creature']
53295,['Artifact' 'Creature']
53296,['Creature']
53297,['Token' 'Creature']
53300,['Creature']
53306,['Enchantment']
53313,['Sorcery']
53316,['Planeswalker']
53325,['Creature']
53329,['Instant']
53330,['Creature']
53337,['Creature']
53341,['Creature']
53343,['Instant']
53345,['Enchantment']
53351,['Creature']
53356,['Enchantment']
53359,['Artifact']
53361,['Creature']
53366,['Creature']
53368,['Creature']
53380,['Instant']
53388,['Enchantment']
53390,['Enchantment']
53392,['Creature']
53395,['Artifact']
53400,['Instant']
53403,['Enchantment']
53405,['Enchantment']
53413,['Artifact' 'Creature']
53417,['Instant']
53428,['Creature']
53432,['Enchantment']
53434,['Card']
53435,['Creature']
53438,['Creature']
53439,['Enchantment']
53441,['Sorcery']
53444,['Creature']
53445,['Instant']
53450,['Creature']
53455,['Creature']
53457,['Enchantment']
53461,['Instant']
53462,['Creature']
53464,['Enchantment']
53466,['Creature']
53473,['Creature']
53475,['Artifact' 'Creature']
53476,['Enchantment']
53477,['Card']
53484,['Creature']
53486,['Creature']
53487,['Sorcery']
53491,['Creature']
53501,['Instant']
53502,['Creature']
53508,['Artifact']
53515,['Enchantment']
53522,['Artifact']
53530,['Creature']
53532,['Instant']
53535,['Creature']
53538,['Creature']
53542,['Instant']
53555,['Creature']
53558,['Creature']
53560,['Instant']
53572,['Creature']
53574,['Creature']
53578,['Creature']
53580,['Enchantment' 'Creature']
53584,['Sorcery']
53586,['Sorcery']
53594,['Card']
53596,['Sorcery']
53600,['Enchantment']
53631,['Instant']
53632,['Creature']
53636,['Creature']
53642,['Creature']
53643,['Sorcery']
53644,['Instant']
53651,['Artifact']
53652,['Creature']
53661,['Creature']
53670,['Enchantment']
53675,['Enchantment']
53676,['Creature']
53685,['Creature']
53688,['Creature']
53691,['Creature']
53696,['Creature']
53700,['Creature']
53703,['Enchantment' 'Creature']
53704,['Creature']
53705,['Card']
53707,['Enchantment']
53709,['Instant']
53712,['Creature']
53721,['Creature']
53724,['Enchantment']
53729,['Scheme']
53730,['Sorcery']
53733,['Creature']
53736,['Creature']
53738,['Creature']
53739,['Creature']
53742,['Creature']
53743,['Instant']
53744,['Enchantment']
53749,['Planeswalker']
53752,['Enchantment']
53753,['Instant']
53754,['Enchantment']
53758,['Enchantment']
53761,['Plane']
53762,['Creature']
53764,['Artifact']
53770,['Creature']
53771,['Creature']
53776,['Card']
53777,['Enchantment']
53782,['Creature']
53787,['Enchantment']
53789,['Artifact' 'Creature']
53791,['Sorcery']
53795,['Sorcery']
53801,['Instant']
53802,['Creature']
53812,['Creature']
53814,['Sorcery']
53821,['Creature']
53824,['Creature']
53829,['Artifact']
53833,['Creature']
53835,['Creature']
53850,['Card']
53855,['Creature']
53856,['Creature']
53857,['Plane']
53869,['Instant']
53873,['Creature']
53878,['Creature']
53883,['Enchantment']
53889,['Creature']
53892,['Artifact']
53899,['Enchantment' 'Creature']
53906,['Artifact']
53918,['Creature']
53923,['Instant']
53925,['Artifact']
53927,['Artifact']
53934,['Creature']
53936,['Creature']
53939,['Emblem']
53940,['Tribal' 'Enchantment']
53944,['Instant']
53961,['Creature']
53962,['Creature']
53977,['Sorcery']
53980,['Creature']
53982,['Enchantment']
53983,['Card']
53994,['Creature']
53998,['Creature']
54017,['Creature']
54036,['Creature']
54047,['Land']
54048,['Creature']
54055,['Artifact' 'Creature']
54056,['Instant']
54071,['Creature']
54073,['Vanguard']
54085,['Enchantment']
54088,['Creature']
54089,['Artifact']
54091,['Creature']
54097,['Sorcery']
54109,['Vanguard']
54113,['Instant']
54121,['Sorcery']
54128,['Sorcery']
54131,['Creature']
54133,['Creature']
54135,['Creature']
54136,['Sorcery']
54140,['Creature']
54147,['Instant']
54152,['Enchantment']
54153,['Creature']
54156,['Enchantment']
54159,['Instant']
54161,['Card']
54162,['Sorcery']
54165,['Artifact']
54167,['Creature']
54173,['Token' 'Enchantment' 'Creature']
54176,['Enchantment']
54179,['Creature']
54180,['Creature']
54198,['Creature']
54199,['Creature']
54207,['Enchantment']
54213,['Creature']
54217,['Card']
54223,['Card']
54224,['Creature']
54236,['Creature']
54237,['Creature']
54241,['Artifact']
54251,['Enchantment']
54254,['Scheme']
54255,['Enchantment']
54256,['Creature']
54265,['Creature']
54268,['Sorcery']
54270,['Sorcery']
54271,['Creature']
54278,['Creature']
54281,['Artifact' 'Creature']
54283,['Creature']
54287,['Instant']
54302,['Creature']
54313,['Instant']
54318,['Enchantment']
54323,['Enchantment']
54329,['Card']
54330,['Artifact']
54332,['Enchantment']
54338,['Creature']
54339,['Creature']
54343,['Artifact']
54347,['Enchantment']
54352,['Instant']
54353,['Creature']
54357,['Creature']
54361,['Instant']
54364,['Creature']
54365,['Instant']
54369,['Creature']
54372,['Creature']
54376,['Creature']
54380,['Creature']
54381,['Vanguard']
54386,['Enchantment']
54388,['Creature']
54389,['Artifact' 'Creature']
54391,['Creature']
54398,['Creature']
54408,['Creature']
54410,['Creature']
54415,['Creature']
54419,['Artifact' 'Creature']
54420,['Creature']
54422,['Creature']
54429,['Artifact']
54432,['Creature']
54449,['Creature']
54455,['Instant']
54456,['Artifact' 'Creature']
54469,['Artifact']
54474,['Enchantment']
54476,['Instant']
54484,['Creature']
54486,['Artifact' 'Creature']
54488,['Emblem']
54489,['Artifact']
54490,['Artifact' 'Creature']
54491,['Card']
54505,['Creature']
54510,['Card']
54512,['Creature']
54516,['Enchantment']
54519,['Creature']
54527,['Creature']
54532,['Enchantment']
54534,['Enchantment']
54535,['Card']
54536,['Enchantment']
54546,['Creature']
54549,['Land']
54550,['Instant']
54551,['Creature']
54557,['Creature']
54567,['Sorcery']
54571,['Creature']
54572,['Creature']
54586,['Creature']
54588,['Artifact']
54596,['Instant']
54600,['Enchantment']
54606,['Instant']
54612,['Sorcery']
54614,['Creature']
54615,['Creature']
54622,['Creature']
54628,['Creature']
54631,['Artifact' 'Creature']
54635,['Creature']
54636,['Creature']
54637,['Card']
54641,['Sorcery']
54647,['Token' 'Artifact']
54648,['Creature']
54650,['Creature']
54657,['Artifact']
54669,['Creature']
54670,['Instant']
54675,['Creature']
54677,['Enchantment']
54681,['Creature']
54686,['Sorcery']
54688,['Creature']
54690,['Creature']
54702,['Artifact']
54719,['Creature']
54722,['Creature']
54728,['Creature']
54729,['Creature']
54732,['Enchantment']
54736,['Instant']
54738,['Emblem']
54745,['Creature']
54746,['Instant']
54747,['Enchantment']
54751,['Artifact']
54755,['Artifact']
54757,['Artifact']
54758,['Artifact']
54764,['Creature']
54766,['Creature']
54777,['Card']
54786,['Sorcery']
54792,['Creature']
54804,['Instant']
54808,['Creature']
54809,['Enchantment']
54810,['Instant']
54820,['Card']
54830,['Creature']
54833,['Sorcery']
54834,['Creature']
54841,['Creature']
54850,['Sorcery']
54857,['Creature']
54858,['Instant']
54859,['Creature']
54861,['Token' 'Creature']
54862,['Creature']
54863,['Creature']
54866,['Creature']
54868,['Sorcery']
54870,['Creature']
54875,['Artifact' 'Creature']
54880,['Artifact' 'Creature']
54881,['Creature']
54888,['Instant']
54898,['Sorcery']
54899,['Sorcery']
54900,['Creature']
54908,['Creature']
54913,['Artifact' 'Creature']
54917,['Creature']
54918,['Enchantment']
54921,['Creature']
54927,['Creature']
54943,['Creature']
54945,['Enchantment']
54948,['Creature']
54950,['Creature']
54955,['Artifact' 'Creature']
54965,['Sorcery']
54966,['Instant']
54969,['Enchantment']
54971,['Creature']
54977,['Land']
54983,['Creature']
54984,['Creature']
54985,['Enchantment']
54997,['Creature']
54998,['Creature']
55009,['Artifact' 'Creature']
55019,['Creature']
55030,['Creature']
55033,['Creature']
55043,['Creature']
55045,['Instant']
55056,['Enchantment']
55064,['Artifact']
55066,['Sorcery']
55071,['Land']
55080,['Instant']
55084,['Instant']
55088,['Creature']
55092,['Instant']
55096,['Creature']
55098,['Creature']
55101,['Sorcery']
55111,['Sorcery']
55115,['Sorcery']
55117,['Instant']
55120,['Sorcery']
55125,['Creature']
55132,['Creature']
55134,['Creature']
55143,['Creature']
55149,['Creature']
55152,['Instant']
55161,['Creature']
55187,['Enchantment']
55188,['Creature']
55189,['Creature']
55191,['Card']
55192,['Sorcery']
55199,['Creature']
55209,['Enchantment']
55211,['Creature']
55214,['Creature']
55225,['Creature']
55227,['Creature']
55235,['Enchantment']
55244,['Artifact']
55253,['Creature']
55255,['Sorcery']
55256,['Enchantment']
55260,['Sorcery']
55274,['Creature']
55276,['Artifact' 'Creature']
55277,['Instant']
55278,['Creature']
55283,['Enchantment']
55295,['Creature']
55298,['Card']
55305,['Sorcery']
55308,['Creature']
55311,['Creature']
55319,['Emblem']
55325,['Artifact' 'Creature']
55326,['Land']
55331,['Sorcery']
55335,['Instant']
55336,['Creature']
55338,['Sorcery']
55339,['Enchantment']
55340,['Creature']
55342,['Creature']
55344,['Enchantment']
55351,['Land']
55354,['Creature']
55358,['Creature']
55362,['Creature']
55371,['Artifact']
55375,['Creature']
55377,['Instant']
55383,['Instant']
55385,['Artifact']
55396,['Creature']
55403,['Creature']
55407,['Creature']
55408,['Sorcery']
55410,['Sorcery']
55411,['Instant']
55416,['Creature']
55424,['Creature']
55429,['Creature']
55432,['Creature']
55437,['Sorcery']
55445,['Creature']
55452,['Sorcery']
55454,['Instant']
55457,['Card']
55461,['Artifact']
55463,['Emblem']
55465,['Creature']
55473,['Creature']
55482,['Enchantment']
55488,['Creature']
55506,['Instant']
55514,['Creature']
55521,['Sorcery']
55524,['Creature']
55529,['Card']
55530,['Enchantment']
55542,['Enchantment']
55549,['Instant']
55557,['Creature']
55558,['Enchantment']
55561,['Creature']
55562,['Instant']
55565,['Creature']
55570,['Artifact' 'Creature']
55573,['Creature']
55577,['Creature']
55578,['Enchantment']
55580,['Creature']
55583,['Sorcery']
55585,['Creature']
55611,['Instant']
55615,['Instant']
55617,['Creature']
55623,['Creature']
55628,['Creature']
55629,['Sorcery']
55630,['Creature']
55636,['Creature']
55640,['Sorcery']
55644,['Sorcery']
55651,['Creature']
55659,['Artifact']
55663,['Creature']
55677,['Instant']
55684,['Creature']
55688,['Enchantment']
55690,['Creature']
55696,['Creature']
55702,['Creature']
55706,['Creature']
55709,['Card']
55716,['Enchantment']
55717,['Creature']
55719,['Creature']
55725,['Enchantment']
55727,['Artifact']
55735,['Land']
55740,['Enchantment' 'Creature']
55744,['Sorcery']
55747,['Creature']
55748,['Creature']
55749,['Creature']
55761,['Enchantment']
55767,['Sorcery']
55768,['Enchantment']
55775,['Creature']
55778,['Instant']
55784,['Vanguard']
55785,['Creature']
55799,['Creature']
55801,['Instant']
55806,['Card']
55821,['Artifact' 'Creature']
55822,['Instant']
55824,['Plane']
55825,['Instant']
55827,['Instant']
55828,['Creature']
55830,['Instant']
55834,['Enchantment']
55838,['Enchantment']
55840,['Enchantment']
55854,['Creature']
55858,['Enchantment']
55859,['Instant']
55867,['Sorcery']
55879,['Creature']
55880,['Card']
55881,['Creature']
55882,['Creature']
55885,['Artifact' 'Creature']
55886,['Creature']
55887,['Artifact']
55894,['Conspiracy']
55906,['Instant']
55912,['Enchantment']
55916,['Creature']
55919,['Creature']
55922,['Creature']
55925,['Creature']
55931,['Sorcery']
55936,['Token' 'Creature']
55944,['Card']
55947,['Sorcery']
55957,['Instant']
55959,['Creature']
55960,['Instant']
55966,['Creature']
55969,['Enchantment']
55973,['Creature']
55975,['Creature']
55977,['Creature']
55979,['Creature']
55994,['Creature']
55998,['Instant']
56001,['Enchantment']
